"naringsregion_nr","avslutta","kjonn","avslstat4","aar","enhet","tabellvariabel","tabell_navn"
"25","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"26","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"27","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"28","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"29","femaar","0","alle","2013","prosent",":","intro_status_arbutd"
"30","femaar","0","alle","2013","prosent",":","intro_status_arbutd"
"31","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"32","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"33","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"34","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"35","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"36","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"37","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"38","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"39","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"40","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"41","femaar","0","alle","2013","prosent",":","intro_status_arbutd"
"42","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"43","femaar","0","alle","2013","prosent",":","intro_status_arbutd"
"44","femaar","0","alle","2013","prosent",":","intro_status_arbutd"
"45","femaar","0","alle","2013","prosent","0","intro_status_arbutd"
"46","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"47","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"48","femaar","0","alle","2013","prosent","0","intro_status_arbutd"
"49","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"50","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"51","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"52","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"53","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"54","femaar","0","alle","2013","prosent",":","intro_status_arbutd"
"55","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"56","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"57","femaar","0","alle","2013","prosent","0","intro_status_arbutd"
"58","femaar","0","alle","2013","prosent","0","intro_status_arbutd"
"59","femaar","0","alle","2013","prosent",":","intro_status_arbutd"
"60","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"61","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"62","femaar","0","alle","2013","prosent",":","intro_status_arbutd"
"63","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"64","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"65","femaar","0","alle","2013","prosent","0","intro_status_arbutd"
"66","femaar","0","alle","2013","prosent","0","intro_status_arbutd"
"67","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"68","femaar","0","alle","2013","prosent","0","intro_status_arbutd"
"69","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"70","femaar","0","alle","2013","prosent","0","intro_status_arbutd"
"71","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"72","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"73","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"74","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"75","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"76","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"77","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"78","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"79","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"80","femaar","0","alle","2013","prosent",":","intro_status_arbutd"
"81","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"82","femaar","0","alle","2013","prosent","0","intro_status_arbutd"
"83","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"99","femaar","0","alle","2013","prosent","100","intro_status_arbutd"
"01","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"02","femaar","0","arbutd","2013","personer","4","intro_status_arbutd"
"03","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"04","femaar","0","arbutd","2013","personer","8","intro_status_arbutd"
"05","femaar","0","arbutd","2013","personer","19","intro_status_arbutd"
"06","femaar","0","arbutd","2013","personer","19","intro_status_arbutd"
"07","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"08","femaar","0","arbutd","2013","personer","7","intro_status_arbutd"
"09","femaar","0","arbutd","2013","personer","75","intro_status_arbutd"
"10","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"11","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"12","femaar","0","arbutd","2013","personer","11","intro_status_arbutd"
"13","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"14","femaar","0","arbutd","2013","personer","8","intro_status_arbutd"
"15","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"16","femaar","0","arbutd","2013","personer","8","intro_status_arbutd"
"17","femaar","0","arbutd","2013","personer","0","intro_status_arbutd"
"18","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"19","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"20","femaar","0","arbutd","2013","personer","36","intro_status_arbutd"
"21","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"22","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"23","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"24","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"25","femaar","0","arbutd","2013","personer","9","intro_status_arbutd"
"26","femaar","0","arbutd","2013","personer","7","intro_status_arbutd"
"27","femaar","0","arbutd","2013","personer","18","intro_status_arbutd"
"28","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"29","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"30","femaar","0","arbutd","2013","personer","0","intro_status_arbutd"
"31","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"32","femaar","0","arbutd","2013","personer","19","intro_status_arbutd"
"33","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"34","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"35","femaar","0","arbutd","2013","personer","35","intro_status_arbutd"
"36","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"37","femaar","0","arbutd","2013","personer","14","intro_status_arbutd"
"38","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"39","femaar","0","arbutd","2013","personer","36","intro_status_arbutd"
"40","femaar","0","arbutd","2013","personer","29","intro_status_arbutd"
"41","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"42","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"43","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"44","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"45","femaar","0","arbutd","2013","personer","0","intro_status_arbutd"
"46","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"47","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"48","femaar","0","arbutd","2013","personer","0","intro_status_arbutd"
"49","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"50","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"51","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"52","femaar","0","arbutd","2013","personer","5","intro_status_arbutd"
"53","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"54","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"55","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"56","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"57","femaar","0","arbutd","2013","personer","0","intro_status_arbutd"
"58","femaar","0","arbutd","2013","personer","0","intro_status_arbutd"
"59","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"60","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"61","femaar","0","arbutd","2013","personer","31","intro_status_arbutd"
"62","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"63","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"64","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"65","femaar","0","arbutd","2013","personer","0","intro_status_arbutd"
"66","femaar","0","arbutd","2013","personer","0","intro_status_arbutd"
"67","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"68","femaar","0","arbutd","2013","personer","0","intro_status_arbutd"
"69","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"70","femaar","0","arbutd","2013","personer","0","intro_status_arbutd"
"71","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"72","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"73","femaar","0","arbutd","2013","personer","16","intro_status_arbutd"
"74","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"75","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"76","femaar","0","arbutd","2013","personer","9","intro_status_arbutd"
"77","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"78","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"79","femaar","0","arbutd","2013","personer","8","intro_status_arbutd"
"80","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"81","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"82","femaar","0","arbutd","2013","personer","0","intro_status_arbutd"
"83","femaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"99","femaar","0","arbutd","2013","personer","9","intro_status_arbutd"
"01","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"02","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"03","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"04","femaar","0","ledig_tiltak","2013","personer","7","intro_status_arbutd"
"05","femaar","0","ledig_tiltak","2013","personer","4","intro_status_arbutd"
"06","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"07","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"08","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"09","femaar","0","ledig_tiltak","2013","personer","10","intro_status_arbutd"
"10","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"11","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"12","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"13","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"14","femaar","0","ledig_tiltak","2013","personer","4","intro_status_arbutd"
"15","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"16","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"17","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"18","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"19","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"20","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"21","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"22","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"23","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"24","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"25","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"26","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"27","femaar","0","ledig_tiltak","2013","personer","5","intro_status_arbutd"
"28","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"29","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"30","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"31","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"32","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"33","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"34","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"35","femaar","0","ledig_tiltak","2013","personer","4","intro_status_arbutd"
"36","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"37","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"38","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"39","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"40","femaar","0","ledig_tiltak","2013","personer","4","intro_status_arbutd"
"41","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"42","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"43","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"44","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"45","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"46","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"47","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"48","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"49","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"50","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"51","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"52","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"53","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"54","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"55","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"56","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"57","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"58","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"59","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"60","femaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"61","femaar","0","ledig_tiltak","2013","personer","11","intro_status_arbutd"
"62","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"63","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"64","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"65","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"66","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"67","femaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
