aar,bydel_nr,innvkat_3,vreg_3,kjonn,tabellvariabel,tabell_navn,enhet
2011,030103,innvandrere,2,1,0.05,ikke_arbutd_innvkat_land,prosent
2011,030103,innvandrere,2,alle,0.06,ikke_arbutd_innvkat_land,prosent
2011,030103,innvandrere,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030103,innvandrere,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030103,innvandrere,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030104,alle,1,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030104,alle,1,1,0.03,ikke_arbutd_innvkat_land,prosent
2011,030104,alle,1,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030104,alle,2,0,0.08,ikke_arbutd_innvkat_land,prosent
2011,030104,alle,2,1,0.07,ikke_arbutd_innvkat_land,prosent
2011,030104,alle,2,alle,0.07,ikke_arbutd_innvkat_land,prosent
2011,030104,alle,alle,0,0.08,ikke_arbutd_innvkat_land,prosent
2011,030104,alle,alle,1,0.05,ikke_arbutd_innvkat_land,prosent
2011,030104,alle,alle,alle,0.06,ikke_arbutd_innvkat_land,prosent
2011,030104,innvandrere,1,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030104,innvandrere,1,1,0.03,ikke_arbutd_innvkat_land,prosent
2011,030104,innvandrere,1,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030104,innvandrere,2,0,0.08,ikke_arbutd_innvkat_land,prosent
2011,030104,innvandrere,2,1,0.07,ikke_arbutd_innvkat_land,prosent
2011,030104,innvandrere,2,alle,0.07,ikke_arbutd_innvkat_land,prosent
2011,030104,innvandrere,alle,0,0.08,ikke_arbutd_innvkat_land,prosent
2011,030104,innvandrere,alle,1,0.05,ikke_arbutd_innvkat_land,prosent
2011,030104,innvandrere,alle,alle,0.06,ikke_arbutd_innvkat_land,prosent
2011,030105,alle,1,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030105,alle,1,1,0.03,ikke_arbutd_innvkat_land,prosent
2011,030105,alle,1,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030105,alle,2,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030105,alle,2,1,0.06,ikke_arbutd_innvkat_land,prosent
2011,030105,alle,2,alle,0.06,ikke_arbutd_innvkat_land,prosent
2011,030105,alle,alle,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030105,alle,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030105,alle,alle,alle,0.06,ikke_arbutd_innvkat_land,prosent
2011,030105,innvandrere,1,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030105,innvandrere,1,1,0.03,ikke_arbutd_innvkat_land,prosent
2011,030105,innvandrere,1,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030105,innvandrere,2,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030105,innvandrere,2,1,0.06,ikke_arbutd_innvkat_land,prosent
2011,030105,innvandrere,2,alle,0.06,ikke_arbutd_innvkat_land,prosent
2011,030105,innvandrere,alle,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030105,innvandrere,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030105,innvandrere,alle,alle,0.06,ikke_arbutd_innvkat_land,prosent
2011,030106,alle,1,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030106,alle,1,1,0.03,ikke_arbutd_innvkat_land,prosent
2011,030106,alle,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2011,030106,alle,2,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030106,alle,2,1,0.06,ikke_arbutd_innvkat_land,prosent
2011,030106,alle,2,alle,0.06,ikke_arbutd_innvkat_land,prosent
2011,030106,alle,alle,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030106,alle,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030106,alle,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030106,innvandrere,1,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030106,innvandrere,1,1,0.03,ikke_arbutd_innvkat_land,prosent
2011,030106,innvandrere,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2011,030106,innvandrere,2,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030106,innvandrere,2,1,0.06,ikke_arbutd_innvkat_land,prosent
2011,030106,innvandrere,2,alle,0.06,ikke_arbutd_innvkat_land,prosent
2011,030106,innvandrere,alle,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030106,innvandrere,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030106,innvandrere,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030107,alle,1,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030107,alle,1,1,0.03,ikke_arbutd_innvkat_land,prosent
2011,030107,alle,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2011,030107,alle,2,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030107,alle,2,1,0.05,ikke_arbutd_innvkat_land,prosent
2011,030107,alle,2,alle,0.06,ikke_arbutd_innvkat_land,prosent
2011,030107,alle,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030107,alle,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030107,alle,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030107,innvandrere,1,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030107,innvandrere,1,1,0.03,ikke_arbutd_innvkat_land,prosent
2011,030107,innvandrere,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2011,030107,innvandrere,2,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030107,innvandrere,2,1,0.05,ikke_arbutd_innvkat_land,prosent
2011,030107,innvandrere,2,alle,0.06,ikke_arbutd_innvkat_land,prosent
2011,030107,innvandrere,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030107,innvandrere,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030107,innvandrere,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030108,alle,1,0,0.10,ikke_arbutd_innvkat_land,prosent
2011,030108,alle,1,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030108,alle,1,alle,0.06,ikke_arbutd_innvkat_land,prosent
2011,030108,alle,2,0,0.10,ikke_arbutd_innvkat_land,prosent
2011,030108,alle,2,1,0.12,ikke_arbutd_innvkat_land,prosent
2011,030108,alle,2,alle,0.11,ikke_arbutd_innvkat_land,prosent
2011,030108,alle,alle,0,0.10,ikke_arbutd_innvkat_land,prosent
2011,030108,alle,alle,1,0.09,ikke_arbutd_innvkat_land,prosent
2011,030108,alle,alle,alle,0.09,ikke_arbutd_innvkat_land,prosent
2011,030108,innvandrere,1,0,0.10,ikke_arbutd_innvkat_land,prosent
2011,030108,innvandrere,1,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030108,innvandrere,1,alle,0.06,ikke_arbutd_innvkat_land,prosent
2011,030108,innvandrere,2,0,0.10,ikke_arbutd_innvkat_land,prosent
2011,030108,innvandrere,2,1,0.12,ikke_arbutd_innvkat_land,prosent
2011,030108,innvandrere,2,alle,0.11,ikke_arbutd_innvkat_land,prosent
2011,030108,innvandrere,alle,0,0.10,ikke_arbutd_innvkat_land,prosent
2011,030108,innvandrere,alle,1,0.09,ikke_arbutd_innvkat_land,prosent
2011,030108,innvandrere,alle,alle,0.09,ikke_arbutd_innvkat_land,prosent
2011,030109,alle,1,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030109,alle,1,1,0.02,ikke_arbutd_innvkat_land,prosent
2011,030109,alle,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2011,030109,alle,2,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030109,alle,2,1,0.05,ikke_arbutd_innvkat_land,prosent
2011,030109,alle,2,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030109,alle,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030109,alle,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030109,alle,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030109,innvandrere,1,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030109,innvandrere,1,1,0.02,ikke_arbutd_innvkat_land,prosent
2011,030109,innvandrere,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2011,030109,innvandrere,2,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030109,innvandrere,2,1,0.05,ikke_arbutd_innvkat_land,prosent
2011,030109,innvandrere,2,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030109,innvandrere,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030109,innvandrere,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030109,innvandrere,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030110,alle,1,0,0.05,ikke_arbutd_innvkat_land,prosent
2011,030110,alle,1,1,0.02,ikke_arbutd_innvkat_land,prosent
2011,030110,alle,1,alle,0.03,ikke_arbutd_innvkat_land,prosent
2011,030110,alle,2,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030110,alle,2,1,0.07,ikke_arbutd_innvkat_land,prosent
2011,030110,alle,2,alle,0.07,ikke_arbutd_innvkat_land,prosent
2011,030110,alle,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030110,alle,alle,1,0.05,ikke_arbutd_innvkat_land,prosent
2011,030110,alle,alle,alle,0.06,ikke_arbutd_innvkat_land,prosent
2011,030110,innvandrere,1,0,0.05,ikke_arbutd_innvkat_land,prosent
2011,030110,innvandrere,1,1,0.02,ikke_arbutd_innvkat_land,prosent
2011,030110,innvandrere,1,alle,0.03,ikke_arbutd_innvkat_land,prosent
2011,030110,innvandrere,2,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030110,innvandrere,2,1,0.07,ikke_arbutd_innvkat_land,prosent
2011,030110,innvandrere,2,alle,0.07,ikke_arbutd_innvkat_land,prosent
2011,030110,innvandrere,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030110,innvandrere,alle,1,0.05,ikke_arbutd_innvkat_land,prosent
2011,030110,innvandrere,alle,alle,0.06,ikke_arbutd_innvkat_land,prosent
2011,030111,alle,1,0,0.09,ikke_arbutd_innvkat_land,prosent
2011,030111,alle,1,1,0.06,ikke_arbutd_innvkat_land,prosent
2011,030111,alle,1,alle,0.07,ikke_arbutd_innvkat_land,prosent
2011,030111,alle,2,0,0.09,ikke_arbutd_innvkat_land,prosent
2011,030111,alle,2,1,0.09,ikke_arbutd_innvkat_land,prosent
2011,030111,alle,2,alle,0.09,ikke_arbutd_innvkat_land,prosent
2011,030111,alle,alle,0,0.09,ikke_arbutd_innvkat_land,prosent
2011,030111,alle,alle,1,0.08,ikke_arbutd_innvkat_land,prosent
2011,030111,alle,alle,alle,0.08,ikke_arbutd_innvkat_land,prosent
2011,030111,innvandrere,1,0,0.09,ikke_arbutd_innvkat_land,prosent
2011,030111,innvandrere,1,1,0.06,ikke_arbutd_innvkat_land,prosent
2011,030111,innvandrere,1,alle,0.07,ikke_arbutd_innvkat_land,prosent
2011,030111,innvandrere,2,0,0.09,ikke_arbutd_innvkat_land,prosent
2011,030111,innvandrere,2,1,0.09,ikke_arbutd_innvkat_land,prosent
2011,030111,innvandrere,2,alle,0.09,ikke_arbutd_innvkat_land,prosent
2011,030111,innvandrere,alle,0,0.09,ikke_arbutd_innvkat_land,prosent
2011,030111,innvandrere,alle,1,0.08,ikke_arbutd_innvkat_land,prosent
2011,030111,innvandrere,alle,alle,0.08,ikke_arbutd_innvkat_land,prosent
2011,030112,alle,1,0,0.04,ikke_arbutd_innvkat_land,prosent
2011,030112,alle,1,1,0.02,ikke_arbutd_innvkat_land,prosent
2011,030112,alle,1,alle,0.03,ikke_arbutd_innvkat_land,prosent
2011,030112,alle,2,0,0.08,ikke_arbutd_innvkat_land,prosent
2011,030112,alle,2,1,0.06,ikke_arbutd_innvkat_land,prosent
2011,030112,alle,2,alle,0.07,ikke_arbutd_innvkat_land,prosent
2011,030112,alle,alle,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030112,alle,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030112,alle,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030112,innvandrere,1,0,0.04,ikke_arbutd_innvkat_land,prosent
2011,030112,innvandrere,1,1,0.02,ikke_arbutd_innvkat_land,prosent
2011,030112,innvandrere,1,alle,0.03,ikke_arbutd_innvkat_land,prosent
2011,030112,innvandrere,2,0,0.08,ikke_arbutd_innvkat_land,prosent
2011,030112,innvandrere,2,1,0.06,ikke_arbutd_innvkat_land,prosent
2011,030112,innvandrere,2,alle,0.07,ikke_arbutd_innvkat_land,prosent
2011,030112,innvandrere,alle,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030112,innvandrere,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030112,innvandrere,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030113,alle,1,0,0.05,ikke_arbutd_innvkat_land,prosent
2011,030113,alle,1,1,0.03,ikke_arbutd_innvkat_land,prosent
2011,030113,alle,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2011,030113,alle,2,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030113,alle,2,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030113,alle,2,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030113,alle,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030113,alle,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030113,alle,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030113,innvandrere,1,0,0.05,ikke_arbutd_innvkat_land,prosent
2011,030113,innvandrere,1,1,0.03,ikke_arbutd_innvkat_land,prosent
2011,030113,innvandrere,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2011,030113,innvandrere,2,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030113,innvandrere,2,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030113,innvandrere,2,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030113,innvandrere,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030113,innvandrere,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030113,innvandrere,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030114,alle,1,0,0.05,ikke_arbutd_innvkat_land,prosent
2011,030114,alle,1,1,0.02,ikke_arbutd_innvkat_land,prosent
2011,030114,alle,1,alle,0.03,ikke_arbutd_innvkat_land,prosent
2011,030114,alle,2,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030114,alle,2,1,0.05,ikke_arbutd_innvkat_land,prosent
2011,030114,alle,2,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030114,alle,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030114,alle,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030114,alle,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030114,innvandrere,1,0,0.05,ikke_arbutd_innvkat_land,prosent
2011,030114,innvandrere,1,1,0.02,ikke_arbutd_innvkat_land,prosent
2011,030114,innvandrere,1,alle,0.03,ikke_arbutd_innvkat_land,prosent
2011,030114,innvandrere,2,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030114,innvandrere,2,1,0.05,ikke_arbutd_innvkat_land,prosent
2011,030114,innvandrere,2,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030114,innvandrere,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030114,innvandrere,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030114,innvandrere,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030115,alle,1,0,0.05,ikke_arbutd_innvkat_land,prosent
2011,030115,alle,1,1,0.02,ikke_arbutd_innvkat_land,prosent
2011,030115,alle,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2011,030115,alle,2,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030115,alle,2,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030115,alle,2,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030115,alle,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030115,alle,alle,1,0.03,ikke_arbutd_innvkat_land,prosent
2011,030115,alle,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030115,innvandrere,1,0,0.05,ikke_arbutd_innvkat_land,prosent
2011,030115,innvandrere,1,1,0.02,ikke_arbutd_innvkat_land,prosent
2011,030115,innvandrere,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2011,030115,innvandrere,2,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030115,innvandrere,2,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030115,innvandrere,2,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030115,innvandrere,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2011,030115,innvandrere,alle,1,0.03,ikke_arbutd_innvkat_land,prosent
2011,030115,innvandrere,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030116,alle,1,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030116,alle,1,1,0.03,ikke_arbutd_innvkat_land,prosent
2011,030116,alle,1,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030116,alle,2,0,0.04,ikke_arbutd_innvkat_land,prosent
2011,030116,alle,2,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030116,alle,2,alle,0.04,ikke_arbutd_innvkat_land,prosent
2011,030116,alle,alle,0,0.05,ikke_arbutd_innvkat_land,prosent
2011,030116,alle,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030116,alle,alle,alle,0.04,ikke_arbutd_innvkat_land,prosent
2011,030116,innvandrere,1,0,0.07,ikke_arbutd_innvkat_land,prosent
2011,030116,innvandrere,1,1,0.03,ikke_arbutd_innvkat_land,prosent
2011,030116,innvandrere,1,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030116,innvandrere,2,0,0.04,ikke_arbutd_innvkat_land,prosent
2011,030116,innvandrere,2,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030116,innvandrere,2,alle,0.04,ikke_arbutd_innvkat_land,prosent
2011,030116,innvandrere,alle,0,0.05,ikke_arbutd_innvkat_land,prosent
2011,030116,innvandrere,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030116,innvandrere,alle,alle,0.04,ikke_arbutd_innvkat_land,prosent
2011,030117,alle,1,0,0.05,ikke_arbutd_innvkat_land,prosent
2011,030117,alle,1,1,0.03,ikke_arbutd_innvkat_land,prosent
2011,030117,alle,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2011,030117,alle,2,0,0.04,ikke_arbutd_innvkat_land,prosent
2011,030117,alle,2,1,0.05,ikke_arbutd_innvkat_land,prosent
2011,030117,alle,2,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030117,alle,alle,0,0.04,ikke_arbutd_innvkat_land,prosent
2011,030117,alle,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030117,alle,alle,alle,0.04,ikke_arbutd_innvkat_land,prosent
2011,030117,innvandrere,1,0,0.05,ikke_arbutd_innvkat_land,prosent
2011,030117,innvandrere,1,1,0.03,ikke_arbutd_innvkat_land,prosent
2011,030117,innvandrere,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2011,030117,innvandrere,2,0,0.04,ikke_arbutd_innvkat_land,prosent
2011,030117,innvandrere,2,1,0.05,ikke_arbutd_innvkat_land,prosent
2011,030117,innvandrere,2,alle,0.05,ikke_arbutd_innvkat_land,prosent
2011,030117,innvandrere,alle,0,0.04,ikke_arbutd_innvkat_land,prosent
2011,030117,innvandrere,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2011,030117,innvandrere,alle,alle,0.04,ikke_arbutd_innvkat_land,prosent
2011,030199,alle,1,0,0.00,ikke_arbutd_innvkat_land,prosent
2011,030199,alle,1,1,0.00,ikke_arbutd_innvkat_land,prosent
2011,030199,alle,1,alle,0.00,ikke_arbutd_innvkat_land,prosent
2011,030199,alle,2,0,0.02,ikke_arbutd_innvkat_land,prosent
2011,030199,alle,2,1,0.01,ikke_arbutd_innvkat_land,prosent
2011,030199,alle,2,alle,0.02,ikke_arbutd_innvkat_land,prosent
2011,030199,alle,alle,0,0.02,ikke_arbutd_innvkat_land,prosent
2011,030199,alle,alle,1,0.01,ikke_arbutd_innvkat_land,prosent
2011,030199,alle,alle,alle,0.01,ikke_arbutd_innvkat_land,prosent
2011,030199,innvandrere,1,0,0.00,ikke_arbutd_innvkat_land,prosent
2011,030199,innvandrere,1,1,0.00,ikke_arbutd_innvkat_land,prosent
2011,030199,innvandrere,1,alle,0.00,ikke_arbutd_innvkat_land,prosent
2011,030199,innvandrere,2,0,0.02,ikke_arbutd_innvkat_land,prosent
2011,030199,innvandrere,2,1,0.01,ikke_arbutd_innvkat_land,prosent
2011,030199,innvandrere,2,alle,0.02,ikke_arbutd_innvkat_land,prosent
2011,030199,innvandrere,alle,0,0.02,ikke_arbutd_innvkat_land,prosent
2011,030199,innvandrere,alle,1,0.01,ikke_arbutd_innvkat_land,prosent
2011,030199,innvandrere,alle,alle,0.01,ikke_arbutd_innvkat_land,prosent
2012,00,alle,1,0,0.05,ikke_arbutd_innvkat_land,prosent
2012,00,alle,1,1,0.02,ikke_arbutd_innvkat_land,prosent
2012,00,alle,1,alle,0.03,ikke_arbutd_innvkat_land,prosent
2012,00,alle,2,0,0.07,ikke_arbutd_innvkat_land,prosent
2012,00,alle,2,1,0.07,ikke_arbutd_innvkat_land,prosent
2012,00,alle,2,alle,0.07,ikke_arbutd_innvkat_land,prosent
2012,00,alle,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2012,00,alle,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2012,00,alle,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2012,00,innvandrere,1,0,0.05,ikke_arbutd_innvkat_land,prosent
2012,00,innvandrere,1,1,0.02,ikke_arbutd_innvkat_land,prosent
2012,00,innvandrere,1,alle,0.03,ikke_arbutd_innvkat_land,prosent
2012,00,innvandrere,2,0,0.07,ikke_arbutd_innvkat_land,prosent
2012,00,innvandrere,2,1,0.07,ikke_arbutd_innvkat_land,prosent
2012,00,innvandrere,2,alle,0.07,ikke_arbutd_innvkat_land,prosent
2012,00,innvandrere,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2012,00,innvandrere,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2012,00,innvandrere,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2012,030101,alle,1,0,0.06,ikke_arbutd_innvkat_land,prosent
2012,030101,alle,1,1,0.02,ikke_arbutd_innvkat_land,prosent
2012,030101,alle,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2012,030101,alle,2,0,0.07,ikke_arbutd_innvkat_land,prosent
2012,030101,alle,2,1,0.05,ikke_arbutd_innvkat_land,prosent
2012,030101,alle,2,alle,0.06,ikke_arbutd_innvkat_land,prosent
2012,030101,alle,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2012,030101,alle,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2012,030101,alle,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2012,030101,innvandrere,1,0,0.06,ikke_arbutd_innvkat_land,prosent
2012,030101,innvandrere,1,1,0.02,ikke_arbutd_innvkat_land,prosent
2012,030101,innvandrere,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2012,030101,innvandrere,2,0,0.07,ikke_arbutd_innvkat_land,prosent
2012,030101,innvandrere,2,1,0.05,ikke_arbutd_innvkat_land,prosent
2012,030101,innvandrere,2,alle,0.06,ikke_arbutd_innvkat_land,prosent
2012,030101,innvandrere,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2012,030101,innvandrere,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2012,030101,innvandrere,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2012,030102,alle,1,0,0.06,ikke_arbutd_innvkat_land,prosent
2012,030102,alle,1,1,0.03,ikke_arbutd_innvkat_land,prosent
2012,030102,alle,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2012,030102,alle,2,0,0.06,ikke_arbutd_innvkat_land,prosent
2012,030102,alle,2,1,0.05,ikke_arbutd_innvkat_land,prosent
2012,030102,alle,2,alle,0.05,ikke_arbutd_innvkat_land,prosent
2012,030102,alle,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2012,030102,alle,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2012,030102,alle,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2012,030102,innvandrere,1,0,0.06,ikke_arbutd_innvkat_land,prosent
2012,030102,innvandrere,1,1,0.03,ikke_arbutd_innvkat_land,prosent
2012,030102,innvandrere,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2012,030102,innvandrere,2,0,0.06,ikke_arbutd_innvkat_land,prosent
2012,030102,innvandrere,2,1,0.05,ikke_arbutd_innvkat_land,prosent
2012,030102,innvandrere,2,alle,0.05,ikke_arbutd_innvkat_land,prosent
2012,030102,innvandrere,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2012,030102,innvandrere,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2012,030102,innvandrere,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2012,030103,alle,1,0,0.05,ikke_arbutd_innvkat_land,prosent
2012,030103,alle,1,1,0.03,ikke_arbutd_innvkat_land,prosent
2012,030103,alle,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2012,030103,alle,2,0,0.06,ikke_arbutd_innvkat_land,prosent
2012,030103,alle,2,1,0.06,ikke_arbutd_innvkat_land,prosent
2012,030103,alle,2,alle,0.06,ikke_arbutd_innvkat_land,prosent
2012,030103,alle,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2012,030103,alle,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2012,030103,alle,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2012,030103,innvandrere,1,0,0.05,ikke_arbutd_innvkat_land,prosent
2012,030103,innvandrere,1,1,0.03,ikke_arbutd_innvkat_land,prosent
2012,030103,innvandrere,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2012,030103,innvandrere,2,0,0.06,ikke_arbutd_innvkat_land,prosent
2012,030103,innvandrere,2,1,0.06,ikke_arbutd_innvkat_land,prosent
2012,030103,innvandrere,2,alle,0.06,ikke_arbutd_innvkat_land,prosent
2012,030103,innvandrere,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
